V1,
moth,3.12051E-05
JOURNEY,0.000686535
has,0.003744734
actions,0.000592916
May,0.000655328
late,0.000124824
good,0.001591512
characters,0.003026993
a,0.027773444
have,0.002434077
artfully,3.12E-05
that,0.010828522
has,0.003744734
down,0.000842565
pushes,9.36E-05
as,0.006802933
no,0.000998596
through,0.001154626
Main,0.001310657
described,6.24E-05
Battle,0.000717741
murdered,0.000187237
Uncle,0.000280855
losing,0.000124824
opposite,0.000249649
She,0.001903573
explains,6.24E-05
individualization,3.12E-05
at,0.005086597
every,0.000436886
accuse,3.12E-05
this,0.007739117
approach,0.000218443
you,0.00699017
that,0.010828522
who,0.002933375
Strategy,0.00040568
Valley,6.24E-05
interesting,9.36E-05
but,0.005554689
the,0.076860665
genre,0.000374473
and,0.030862849
you,0.00699017
point,0.00096739
For,0.006615697
crosscut,0.000156031
the,0.076860665
ofunderstanding,3.12E-05
not,0.003245436
the,0.076860665
with,0.006709315
determine,0.000156031
the,0.076860665
poorJane,3.12E-05
humans,0.000156031
the,0.076860665
which,0.001934779
most,0.001934779
you,0.00699017
he,0.007645499
in,0.020440006
Earl,6.24E-05
she,0.001903573
ask,0.000280855
the,0.076860665
with,0.006709315
was,0.001279451
WRITING,0.00056171
about,0.002558902
Corleone,0.000249649
practicing,6.24E-05
Philip,9.36E-05
who,0.002933375
in,0.020440006
anyone,0.000156031
the,0.076860665
by,0.005585895
acting,0.000218443
he,0.007645499
to,0.024247152
draft,6.24E-05
final,0.000592916
mountaintop,6.24E-05
to,0.024247152
and,0.030862849
It,0.007021376
understand,0.000156031
forgiveness,6.24E-05
vision,0.000280855
hurting,0.000124824
well,0.001092214
limit,3.12E-05
starts,0.000249649
Ulysses,0.000312061
suddenly,0.000124824
and,0.030862849
IN,0.020440006
nice,9.36E-05
ofevery,3.12E-05
are,0.005117803
advantage,3.12E-05
match,3.12E-05
sure,0.00040568
such,0.00056171
scene,0.003370261
a,0.027773444
the,0.076860665
created,9.36E-05
bugle,3.12E-05
of,0.016133562
ofthe,0.003432673
dead,0.000374473
first,0.001466687
fakeally,0.000374473
the,0.076860665
helped,6.24E-05
express,0.000499298
tells,0.001248245
The,0.076860665
a,0.027773444
event,0.000343267
and,0.030862849
isnt,0.000249649
will,0.002777344
the,0.076860665
is,0.021157747
But,0.005554689
author,0.000249649
ways,0.000499298
entire,0.000499298
Michael,0.001341863
another,0.001154626
the,0.076860665
more,0.001560306
fight,0.000468092
was,0.001279451
with,0.006709315
Index,9.36E-05
you,0.00699017
to,0.024247152
he,0.007645499
by,0.005585895
dead,0.000374473
their,0.001560306
A,0.027773444
Order,0.000280855
also,0.002465283
warrior,0.000249649
three,0.000780153
properly,0.000218443
drama,0.000156031
the,0.076860665
forcing,6.24E-05
tory,3.12E-05
opponent,0.003463879
ofwhich,9.36E-05
and,0.030862849
she,0.001903573
then,0.001154626
plot,0.002870963
money,0.000624122
consider,9.36E-05
central,0.000374473
subworlds,9.36E-05
world,0.004649711
The,0.076860665
affect,3.12E-05
occasionally,9.36E-05
at,0.005086597
scene,0.003370261
rather,9.36E-05
The,0.076860665
connects,9.36E-05
right,0.000717741
and,0.030862849
leads,0.000343267
difficulties,3.12E-05
as,0.006802933
the,0.076860665
in,0.020440006
is,0.021157747
scene,0.003370261
in,0.020440006
he,0.007645499
An,0.002902169
great,0.00168513
to,0.024247152
ofall,0.000156031
done,0.000280855
short,0.000249649
Hand,0.000187237
moved,3.12E-05
the,0.076860665
tyrannical,3.12E-05
reasons,0.000156031
little,0.000312061
great,0.00168513
life,0.001217039
many,0.001248245
write,0.000499298
first,0.001466687
have,0.002434077
grow,0.000218443
boys,9.36E-05
join,9.36E-05
is,0.021157747
in,0.020440006
shift,0.000124824
of,0.016133562
is,0.021157747
the,0.076860665
The,0.076860665
plain,0.000156031
comes,0.000998596
fines,3.12E-05
the,0.076860665
blows,3.12E-05
the,0.076860665
arguably,3.12E-05
that,0.010828522
the,0.076860665
for,0.006615697
design,9.36E-05
competing,9.36E-05
promises,0.000156031
is,0.021157747
and,0.030862849
his,0.006241223
a,0.027773444
on,0.004961773
problem,0.000624122
six,6.24E-05
working,0.000218443
a,0.027773444
undertaker,6.24E-05
of,0.016133562
A,0.027773444
size,3.12E-05
together,0.000280855
Michaels,0.000280855
myth,0.000468092
with,0.006709315
Dialogue,0.001279451
hero,0.006085193
the,0.076860665
why,0.000624122
single,0.001092214
has,0.003744734
simpler,3.12E-05
the,0.076860665
the,0.076860665
form,0.000873771
a,0.027773444
Joyce,0.000343267
Revelation,0.001591512
Bud,0.000686535
different,0.000624122
adult,0.000124824
the,0.076860665
construction,0.000592916
easy,0.000156031
he,0.007645499
too,0.000717741
opera,6.24E-05
harder,3.12E-05
The,0.076860665
will,0.002777344
destructive,6.24E-05
ofmoney,6.24E-05
comes,0.000998596
also,0.002465283
ghosG,3.12E-05
what,0.003307848
through,0.001154626
to,0.024247152
with,0.006709315
Id,9.36E-05
a,0.027773444
of,0.016133562
DEVELOPING,0.000124824
literally,0.000187237
pressure,6.24E-05
is,0.021157747
apparent,0.000343267
letting,3.12E-05
sudden,0.000124824
focing,3.12E-05
fakeally,0.000374473
the,0.076860665
two,0.001841161
still,0.000499298
two,0.001841161
use,0.001092214
the,0.076860665
is,0.021157747
stands,0.000187237
beliefs,0.000187237
principle,0.001029802
