V1,
for,0.010042735
a,0.023565324
that,0.010805861
out,0.001617827
should,0.004639805
in,0.018192918
restaurant,0.000030525
have,0.00503663
completely,0.0002442
arms,0.0003663
opening,0.00018315
Twisdale,0.000030525
guidelines,9.15751E-05
rather,0.001159951
the,0.070421245
that,0.010805861
financial,9.15751E-05
kind,0.000793651
was,0.002503053
a,0.023565324
actors,0.008089133
its,0.002258852
on,0.006288156
to,0.030921856
I,0.011691087
is,0.014163614
and,0.032264957
is,0.014163614
book,0.001190476
own,0.001617827
Make,0.000824176
childs,0.0001221
at,0.002686203
acting,0.004639805
be,0.008699634
other,0.002533578
of,0.018192918
is,0.014163614
few,0.000396825
brought,0.00018315
a,0.023565324
encouraging,6.10501E-05
scene,0.007692308
and,0.032264957
addressing,0.000030525
be,0.008699634
be,0.008699634
right,0.000610501
live,0.000335775
lines,0.000518926
Pronouns,0.0001221
actor,0.011355311
Acting,0.004639805
when,0.002960928
or,0.008638584
and,0.032264957
any,0.001037851
is,0.014163614
way,0.000885226
ifsome,0.000030525
importance,0.0003663
play,0.001709402
the,0.070421245
in,0.018192918
body,0.002625153
scene,0.007692308
discussion,0.000213675
exercise,0.001678877
Most,0.001343101
scene,0.007692308
a,0.023565324
photos,6.10501E-05
a,0.023565324
not,0.005250305
to,0.030921856
an,0.007661783
Lewis,0.000274725
yourself,0.000213675
the,0.070421245
homework,0.0002442
there,0.002258852
the,0.070421245
are,0.005525031
and,0.032264957
they,0.003907204
first,0.001770452
prior,0.0003663
the,0.070421245
roll,6.10501E-05
a,0.023565324
taking,0.00018315
the,0.070421245
opening,0.00018315
any,0.001037851
chance,0.0001221
a,0.023565324
made,0.00030525
discussion,0.000213675
roommate,6.10501E-05
It,0.006349206
to,0.030921856
All,0.002533578
front,0.000335775
she,0.002716728
production,0.000335775
muscle,9.15751E-05
have,0.00503663
much,0.000793651
away,0.000274725
They,0.003907204
spur,0.000030525
will,0.003968254
closely,0.00018315
is,0.014163614
This,0.006746032
the,0.070421245
students,0.002045177
relies,0.000030525
camera,0.000457875
realistic,0.0001221
sensory,0.0004884
she,0.002716728
actor,0.011355311
